case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid,CaseMasterID,DistrictID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CrimeRegisteredDate,age_years,gender_id,hour_of_day,day_of_week,month,is_weekend,is_night_time,co_offender_count,hist_station_crime_count_30d,hist_district_crime_count_30d,spatial_density_ratio,risk_tier_id,hotspot_flag_id,recidivism_flag_id
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA64846,Darshan Kambale,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/095/2025/0026,CC/2025/050026,2025-09-19,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-09-18T18:46:32,2025-09-18T18:46:32,2025-09-19T13:46:32,15.9788,74.544,"Incident near coordinates 15.9788, 74.544",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Kambale,31,Private Employee,Hindu,General,Male,Vijay Reddy,47,Female,0,Darshan Kambale,30,Male,A26,1.0,2025-09-19T13:46:32,Karnataka,Belagavi,Belagavi City PS,KA95292,Belagavi District & Sessions Court,Darshan Kambale,,2025-09-19T13:46:32,C,KA53910,50026,6,95,3,1,3,13,1,2025-09-19 13:46:32,30,1,18,4,9,0,0,1,212,3249,4.31,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA56954,Mahesh Nayak,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/189/2025/0027,CC/2025/050027,2025-05-09,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-05-08T06:32:01,2025-05-08T06:32:01,2025-05-09T01:32:01,14.4821,75.8797,"Incident near coordinates 14.4821, 75.8797",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Vijay Kambale,57,Private Employee,Hindu,General,Male,Raghavendra Kambale,60,Female,0,Kiran Gowda,57,Male,A27,1.0,2025-05-09T01:32:01,Karnataka,Davangere,Davangere Extension PS,KA64999,Davangere District & Sessions Court,Kiran Gowda,,2025-05-09T01:32:01,C,KA67620,50027,12,189,3,1,2,6,1,2025-05-09 01:32:01,57,1,6,4,5,0,0,3,728,1093,2.1,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA47932,Vijay Patil,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/088/2025/0028,CC/2025/050028,2025-05-14,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-05-12T19:34:47,2025-05-12T19:34:47,2025-05-14T09:34:47,15.8839,74.6173,"Incident near coordinates 15.8839, 74.6173",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ramesh Kambale,43,Private Employee,Hindu,General,Male,Darshan Kuruba,38,Female,0,Shivakumar Shetty,62,Male,A28,1.0,2025-05-14T09:34:47,Karnataka,Belagavi,Belagavi City PS,KA73633,Belagavi District & Sessions Court,Shivakumar Shetty,,2025-05-14T09:34:47,C,KA29856,50028,6,88,2,1,1,3,1,2025-05-14 09:34:47,62,1,19,1,5,0,0,5,322,914,3.58,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA67080,Pradeep Hegde,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/172/2025/0029,CC/2025/050029,2025-10-30,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-10-30T12:56:20,2025-10-30T12:56:20,2025-10-30T13:56:20,13.94,75.6539,"Incident near coordinates 13.94, 75.6539",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Anitha Puri,23,Private Employee,Hindu,General,Male,Abhishek Patil,40,Female,0,Prakash Puri,61,Male,A29,1.0,2025-10-30T13:56:20,Karnataka,Shivamogga,Shivamogga Town PS,KA81032,Shivamogga District & Sessions Court,Prakash Puri,,2025-10-30T13:56:20,C,KA64365,50029,11,172,3,1,1,3,1,2025-10-30 13:56:20,61,1,12,4,10,0,0,2,53,1411,4.35,1,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA12083,Vijay Bhat,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/093/2025/0030,CC/2025/050030,2025-09-06,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-09-05T03:20:31,2025-09-05T03:20:31,2025-09-06T02:20:31,15.8561,74.4515,"Incident near coordinates 15.8561, 74.4515",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Mahesh Puri,29,Private Employee,Hindu,General,Male,Satish Kuruba,41,Female,0,Aswini Chavhan,51,Female,A30,1.0,2025-09-06T02:20:31,Karnataka,Belagavi,Belagavi City PS,KA66719,Belagavi District & Sessions Court,Aswini Chavhan,,2025-09-06T02:20:31,C,KA75805,50030,6,93,2,2,4,15,1,2025-09-06 02:20:31,51,2,3,5,9,0,1,1,308,2292,0.89,4,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA66349,Suresh Puri,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/179/2025/0031,CC/2025/050031,2025-04-24,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-04-23T15:08:51,2025-04-23T15:08:51,2025-04-24T01:08:51,14.4134,75.8618,"Incident near coordinates 14.4134, 75.8618",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Sowmya Puri,48,Private Employee,Hindu,General,Male,Sunitha Deshmukh,49,Female,0,Sunil Pujari,33,Male,A31,1.0,2025-04-24T01:08:51,Karnataka,Davangere,Davangere Extension PS,KA19213,Davangere District & Sessions Court,Sunil Pujari,,2025-04-24T01:08:51,C,KA21822,50031,12,179,3,1,1,1,1,2025-04-24 01:08:51,33,1,15,3,4,0,0,1,463,866,1.4,2,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA98577,Manjunath Reddy,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/167/2025/0032,CC/2025/050032,2025-12-04,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-12-03T15:44:35,2025-12-03T15:44:35,2025-12-04T05:44:35,13.9299,75.597,"Incident near coordinates 13.9299, 75.597",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Nayak,49,Private Employee,Hindu,General,Male,Manjunath Shetty,21,Female,0,Shivakumar Rao,61,Male,A32,1.0,2025-12-04T05:44:35,Karnataka,Shivamogga,Shivamogga Town PS,KA48255,Shivamogga District & Sessions Court,Shivakumar Rao,,2025-12-04T05:44:35,C,KA40544,50032,11,167,1,1,3,11,1,2025-12-04 05:44:35,61,1,15,3,12,0,0,2,187,2969,3.76,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA40130,Satish Reddy,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/101/2025/0033,CC/2025/050033,2025-03-29,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-03-27T21:28:30,2025-03-27T21:28:30,2025-03-29T08:28:30,17.3234,76.8742,"Incident near coordinates 17.3234, 76.8742",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Pavitra Bhat,52,Private Employee,Hindu,General,Male,Anand Kulkarni,58,Female,0,Pradeep Hegde,37,Male,A33,1.0,2025-03-29T08:28:30,Karnataka,Kalaburagi,Kalaburagi City PS,KA23769,Kalaburagi District & Sessions Court,Pradeep Hegde,,2025-03-29T08:28:30,C,KA80176,50033,7,101,3,1,3,11,1,2025-03-29 08:28:30,37,1,21,4,3,0,0,1,581,951,0.74,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA31161,Manjunath Joshi,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/089/2025/0034,CC/2025/050034,2025-01-31,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-01-29T23:25:18,2025-01-29T23:25:18,2025-01-31T23:25:18,15.9974,74.5794,"Incident near coordinates 15.9974, 74.5794",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Deepa Joshi,41,Private Employee,Hindu,General,Male,Pradeep Patil,27,Female,0,Raghavendra Deshmukh,37,Male,A34,1.0,2025-01-31T23:25:18,Karnataka,Belagavi,Belagavi City PS,KA59889,Belagavi District & Sessions Court,Raghavendra Deshmukh,,2025-01-31T23:25:18,C,KA43320,50034,6,89,3,1,3,13,1,2025-01-31 23:25:18,37,1,23,3,1,0,1,1,260,2985,2.85,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA81983,Manjunath Kambale,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/111/2025/0035,CC/2025/050035,2025-05-26,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-05-26T08:23:50,2025-05-26T08:23:50,2025-05-26T17:23:50,17.2877,76.7633,"Incident near coordinates 17.2877, 76.7633",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Prakash Puri,63,Private Employee,Hindu,General,Male,Manjunath Chavhan,47,Female,0,Raghavendra Kambale,45,Male,A35,1.0,2025-05-26T17:23:50,Karnataka,Kalaburagi,Kalaburagi City PS,KA10446,Kalaburagi District & Sessions Court,Raghavendra Kambale,,2025-05-26T17:23:50,C,KA94246,50035,7,111,2,1,3,12,1,2025-05-26 17:23:50,45,1,8,1,5,0,0,1,416,1156,3.26,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA37240,Kiran Nayak,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/120/2025/0036,CC/2025/050036,2025-06-07,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-06-06T03:25:34,2025-06-06T03:25:34,2025-06-07T17:25:34,15.1015,76.9603,"Incident near coordinates 15.1015, 76.9603",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Rao,58,Private Employee,Hindu,General,Male,Vijay Shetty,34,Female,0,Darshan Naik,40,Male,A36,1.0,2025-06-07T17:25:34,Karnataka,Ballari,Ballari City PS,KA85113,Ballari District & Sessions Court,Darshan Naik,,2025-06-07T17:25:34,C,KA52773,50036,8,120,1,1,2,6,1,2025-06-07 17:25:34,40,1,3,5,6,0,1,1,775,2186,2.49,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA99666,Kiran Reddy,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/127/2025/0037,CC/2025/050037,2025-04-25,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-04-24T01:41:48,2025-04-24T01:41:48,2025-04-25T01:41:48,15.2313,76.9821,"Incident near coordinates 15.2313, 76.9821",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Prakash Hegde,61,Private Employee,Hindu,General,Male,Anitha Patil,36,Female,0,Anand Patil,69,Male,A37,1.0,2025-04-25T01:41:48,Karnataka,Ballari,Ballari City PS,KA67678,Ballari District & Sessions Court,Anand Patil,,2025-04-25T01:41:48,C,KA23114,50037,8,127,1,1,1,2,1,2025-04-25 01:41:48,69,1,1,4,4,0,1,3,259,1271,1.0,2,0,0
FIR,Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA98899,Satish Reddy,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/120/2025/0038,CC/2025/050038,2025-01-06,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-01-06T03:18:56,2025-01-06T03:18:56,2025-01-06T14:18:56,15.2403,76.9678,"Incident near coordinates 15.2403, 76.9678",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Abhishek Hegde,56,Private Employee,Hindu,General,Male,Suresh Chavhan,46,Female,0,Vijay Pujari,33,Male,A38,1.0,2025-01-06T14:18:56,Karnataka,Ballari,Ballari City PS,KA50128,Ballari District & Sessions Court,Vijay Pujari,,2025-01-06T14:18:56,C,KA83830,50038,8,120,3,2,2,7,1,2025-01-06 14:18:56,33,1,3,1,1,0,1,1,310,2805,2.41,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA33020,Pradeep Naik,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/116/2025/0039,CC/2025/050039,2025-05-26,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-05-26T06:05:35,2025-05-26T06:05:35,2025-05-26T18:05:35,15.1819,76.9004,"Incident near coordinates 15.1819, 76.9004",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Geetha Deshmukh,54,Private Employee,Hindu,General,Male,Deepa Gowda,46,Female,0,Kiran Pujari,69,Male,A39,1.0,2025-05-26T18:05:35,Karnataka,Ballari,Ballari City PS,KA69675,Ballari District & Sessions Court,Kiran Pujari,,2025-05-26T18:05:35,C,KA37349,50039,8,116,2,1,1,1,1,2025-05-26 18:05:35,69,1,6,1,5,0,0,2,306,410,0.13,1,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA77275,Kumar Deshmukh,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/172/2025/0040,CC/2025/050040,2025-11-23,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-11-22T14:05:11,2025-11-22T14:05:11,2025-11-23T17:05:11,13.9339,75.6732,"Incident near coordinates 13.9339, 75.6732",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Abhishek Bhat,60,Private Employee,Hindu,General,Male,Aswini Kulkarni,56,Female,0,Shivakumar Naik,48,Male,A40,1.0,2025-11-23T17:05:11,Karnataka,Shivamogga,Shivamogga Town PS,KA60642,Shivamogga District & Sessions Court,Shivakumar Naik,,2025-11-23T17:05:11,C,KA35272,50040,11,172,3,1,1,1,1,2025-11-23 17:05:11,48,1,14,6,11,1,0,4,204,1146,2.3,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA36819,Satish Chavhan,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/185/2025/0041,CC/2025/050041,2025-07-11,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-07-10T13:15:33,2025-07-10T13:15:33,2025-07-11T02:15:33,14.5326,75.8523,"Incident near coordinates 14.5326, 75.8523",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Darshan Joshi,61,Private Employee,Hindu,General,Male,Kiran Pujari,21,Female,0,Pradeep Rao,70,Male,A41,1.0,2025-07-11T02:15:33,Karnataka,Davangere,Davangere Extension PS,KA73418,Davangere District & Sessions Court,Pradeep Rao,,2025-07-11T02:15:33,C,KA92030,50041,12,185,2,1,3,13,1,2025-07-11 02:15:33,70,1,13,4,7,0,0,3,816,2710,3.28,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA34634,Venkatesh Gowda,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/101/2025/0042,CC/2025/050042,2025-10-30,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-10-28T03:00:31,2025-10-28T03:00:31,2025-10-30T00:00:31,17.3656,76.7641,"Incident near coordinates 17.3656, 76.7641",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Venkatesh Naik,26,Private Employee,Hindu,General,Male,Ramesh Kulkarni,33,Female,0,Manjunath Hegde,72,Male,A42,1.0,2025-10-30T00:00:31,Karnataka,Kalaburagi,Kalaburagi City PS,KA96722,Kalaburagi District & Sessions Court,Manjunath Hegde,,2025-10-30T00:00:31,C,KA11516,50042,7,101,1,1,3,11,1,2025-10-30 00:00:31,72,1,3,2,10,0,1,1,381,519,2.5,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA61153,Kiran Pujari,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/118/2025/0043,CC/2025/050043,2025-02-10,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-02-08T22:41:15,2025-02-08T22:41:15,2025-02-10T13:41:15,15.1836,76.8815,"Incident near coordinates 15.1836, 76.8815",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kiran Gowda,58,Private Employee,Hindu,General,Male,Raghavendra Puri,32,Female,0,Basavaraj Kambale,65,Male,A43,1.0,2025-02-10T13:41:15,Karnataka,Ballari,Ballari City PS,KA61790,Ballari District & Sessions Court,Basavaraj Kambale,,2025-02-10T13:41:15,C,KA47066,50043,8,118,1,1,2,7,1,2025-02-10 13:41:15,65,1,22,6,2,1,1,1,674,3348,1.51,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA28864,Abhishek Rao,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/164/2025/0044,CC/2025/050044,2025-12-12,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-12-12T04:36:40,2025-12-12T04:36:40,2025-12-12T10:36:40,13.9847,75.5371,"Incident near coordinates 13.9847, 75.5371",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Kuruba,65,Private Employee,Hindu,General,Male,Anand Bhat,28,Female,0,Lakshmi Chavhan,20,Female,A44,1.0,2025-12-12T10:36:40,Karnataka,Shivamogga,Shivamogga Town PS,KA71451,Shivamogga District & Sessions Court,Lakshmi Chavhan,,2025-12-12T10:36:40,C,KA98376,50044,11,164,2,1,3,11,1,2025-12-12 10:36:40,20,2,4,5,12,0,1,3,350,3446,3.45,1,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA19027,Darshan Puri,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/099/2025/0045,CC/2025/050045,2025-02-10,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-02-08T23:31:26,2025-02-08T23:31:26,2025-02-10T17:31:26,15.8157,74.4677,"Incident near coordinates 15.8157, 74.4677",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Shetty,55,Private Employee,Hindu,General,Male,Kavitha Pujari,60,Female,0,Anand Reddy,34,Male,A45,1.0,2025-02-10T17:31:26,Karnataka,Belagavi,Belagavi City PS,KA87848,Belagavi District & Sessions Court,Anand Reddy,,2025-02-10T17:31:26,C,KA30226,50045,6,99,3,2,4,15,1,2025-02-10 17:31:26,34,1,23,6,2,1,1,1,780,3216,2.42,3,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA79759,Manjunath Chavhan,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/106/2025/0046,CC/2025/050046,2025-05-14,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-05-13T00:01:18,2025-05-13T00:01:18,2025-05-14T09:01:18,17.2878,76.8742,"Incident near coordinates 17.2878, 76.8742",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Prakash Nayak,23,Private Employee,Hindu,General,Male,Suresh Reddy,55,Female,0,Divya Nayak,39,Female,A46,1.0,2025-05-14T09:01:18,Karnataka,Kalaburagi,Kalaburagi City PS,KA22154,Kalaburagi District & Sessions Court,Divya Nayak,,2025-05-14T09:01:18,C,KA21797,50046,7,106,2,2,4,14,1,2025-05-14 09:01:18,39,2,0,2,5,0,1,3,706,1161,1.87,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA36658,Pradeep Pujari,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/177/2025/0047,CC/2025/050047,2025-10-19,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-10-19T06:58:55,2025-10-19T06:58:55,2025-10-19T12:58:55,14.5128,75.8832,"Incident near coordinates 14.5128, 75.8832",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Hegde,63,Private Employee,Hindu,General,Male,Aswini Naik,43,Female,0,Abhishek Naik,32,Male,A47,1.0,2025-10-19T12:58:55,Karnataka,Davangere,Davangere Extension PS,KA45233,Davangere District & Sessions Court,Abhishek Naik,,2025-10-19T12:58:55,C,KA74211,50047,12,177,1,1,2,7,1,2025-10-19 12:58:55,32,1,6,7,10,1,0,1,283,3395,3.09,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA23395,Darshan Gowda,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/165/2025/0048,CC/2025/050048,2025-11-06,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-11-05T12:56:55,2025-11-05T12:56:55,2025-11-06T22:56:55,14.0095,75.6093,"Incident near coordinates 14.0095, 75.6093",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Rao,44,Private Employee,Hindu,General,Male,Abhishek Kuruba,45,Female,0,Darshan Reddy,63,Male,A48,1.0,2025-11-06T22:56:55,Karnataka,Shivamogga,Shivamogga Town PS,KA16944,Shivamogga District & Sessions Court,Darshan Reddy,,2025-11-06T22:56:55,C,KA23483,50048,11,165,2,1,4,14,1,2025-11-06 22:56:55,63,1,12,3,11,0,0,2,635,664,3.72,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA75505,Satish Kambale,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/181/2025/0049,CC/2025/050049,2025-04-02,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-04-01T22:24:28,2025-04-01T22:24:28,2025-04-02T17:24:28,14.4169,75.8736,"Incident near coordinates 14.4169, 75.8736",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Anand Deshmukh,42,Private Employee,Hindu,General,Male,Satish Chavhan,54,Female,0,Geetha Reddy,59,Female,A49,1.0,2025-04-02T17:24:28,Karnataka,Davangere,Davangere Extension PS,KA52013,Davangere District & Sessions Court,Geetha Reddy,,2025-04-02T17:24:28,C,KA70578,50049,12,181,1,1,3,11,1,2025-04-02 17:24:28,59,2,22,2,4,0,1,1,869,3482,3.98,1,1,0
